Project,Version,Class;wmc;dit;noc;cbo;rfc;lcom;ca;ce;npm;lcom3;loc;dam;moa;mfa;cam;ic;cbm;amc;nr;ndc;nml;isOld;ndpv;ner;cc;max(cc);avg(cc);bugs
velocity;1.6.1;org.apache.velocity.anakia.XPathCache;3;1;0;4;8;1;3;1;0;0.5;45;1.0;0;0.0;0.5;0;0;13.666667;0;0;-;-;-;-;[private void _init_() - 0, static void _clinit_() - 0, static com.werken.xpath.XPath getXPath(String xpathString) - 2];2;0.6666667;0
velocity;1.6.1;org.apache.velocity.servlet.VelocityServlet;18;3;0;10;62;149;0;10;6;1.0196079;417;0.44444445;1;0.6;0.3382353;1;2;21.666666;0;0;-;-;-;-;[public void _init_() - 0, protected void mergeTemplate(org.apache.velocity.Template template, org.apache.velocity.context.Context context, javax.servlet.http.HttpServletResponse response) - 1, static void _clinit_() - 0, protected String chooseCharacterEncoding(javax.servlet.http.HttpServletRequest request) - 1, protected void doRequest(javax.servlet.http.HttpServletRequest request, javax.servlet.http.HttpServletResponse response) - 1, public void init(javax.servlet.ServletConfig config) - 1, public void doGet(javax.servlet.http.HttpServletRequest request, javax.servlet.http.HttpServletResponse response) - 1, protected java.util.Properties loadConfiguration(javax.servlet.ServletConfig config) - 1, protected org.apache.velocity.Template handleRequest(org.apache.velocity.context.Context ctx) - 1, public void doPost(javax.servlet.http.HttpServletRequest request, javax.servlet.http.HttpServletResponse response) - 1, public org.apache.velocity.Template getTemplate(String name) - 1, public org.apache.velocity.Template getTemplate(String name, String encoding) - 1, protected void requestCleanup(javax.servlet.http.HttpServletRequest request, javax.servlet.http.HttpServletResponse response, org.apache.velocity.context.Context context) - 1, protected void setContentType(javax.servlet.http.HttpServletRequest request, javax.servlet.http.HttpServletResponse response) - 5, protected org.apache.velocity.Template handleRequest(javax.servlet.http.HttpServletRequest request, javax.servlet.http.HttpServletResponse response, org.apache.velocity.context.Context ctx) - 1, protected void error(javax.servlet.http.HttpServletRequest request, javax.servlet.http.HttpServletResponse response, Exception cause) - 1, protected org.apache.velocity.context.Context createContext(javax.servlet.http.HttpServletRequest request, javax.servlet.http.HttpServletResponse response) - 1, protected void initVelocity(javax.servlet.ServletConfig config) - 1];5;1.1111112;0
velocity;1.6.1;org.apache.velocity.runtime.log.SystemLogChute;12;1;0;3;19;42;1;2;9;0.8181818;159;0.5;0;0.0;0.3611111;0;0;11.916667;4;1;-;-;-;-;[public void setEnabledLevel(int level) - 1, public boolean isLevelEnabled(int level) - 2, public void init(org.apache.velocity.runtime.RuntimeServices rs) - 1, protected String getPrefix(int level) - 2, public void setSystemErrLevel(int level) - 1, public int getEnabledLevel() - 1, public void log(int level, String message) - 1, public void _init_() - 0, protected void write(java.io.PrintStream stream, String prefix, String message, Throwable t) - 2, public int getSystemErrLevel() - 1, protected int toLevel(String level) - 5, public void log(int level, String message, Throwable t) - 3];5;1.6666666;2
velocity;1.6.1;org.apache.velocity.app.event.InvalidReferenceEventHandler$InvalidGetMethodExecutor;4;1;0;6;6;0;1;5;3;0.6111111;54;1.0;2;0.0;0.375;0;0;11.0;-;0;-;-;-;-;[public Object getReturnValue() - 1, void _init_(org.apache.velocity.context.Context context, String reference, Object object, String property, org.apache.velocity.util.introspection.Info info) - 0, public void execute(org.apache.velocity.app.event.EventHandler handler) - 1, public boolean isDone() - 2];2;1.0;0
velocity;1.6.1;org.apache.velocity.runtime.directive.Define$Block;3;1;0;6;18;0;1;6;3;0.33333334;132;1.0;2;0.0;0.5833333;0;0;42.0;-;0;-;-;-;-;[public boolean render(org.apache.velocity.context.InternalContextAdapter context, java.io.Writer writer) - 2, public void _init_(org.apache.velocity.context.InternalContextAdapter context, org.apache.velocity.runtime.directive.Define parent) - 0, public String toString() - 2];2;1.3333334;0
velocity;1.6.1;org.apache.velocity.runtime.directive.RuntimeMacro;6;2;0;14;38;1;1;13;5;0.6;297;1.0;1;0.64285713;0.3611111;0;0;47.666668;14;2;-;-;-;-;[public void init(org.apache.velocity.runtime.RuntimeServices rs, org.apache.velocity.context.InternalContextAdapter context, org.apache.velocity.runtime.parser.node.Node node) - 2, public boolean render(org.apache.velocity.context.InternalContextAdapter context, java.io.Writer writer, org.apache.velocity.runtime.parser.node.Node node) - 1, private String getLiteral() - 5, public void _init_(String macroName, String sourceTemplate) - 0, public int getType() - 1, public String getName() - 1];5;1.6666666;6
velocity;1.6.1;org.apache.velocity.util.introspection.VelMethod;4;1;0;6;4;6;6;0;4;2.0;4;0.0;0;0.0;0.5;0;0;0.0;0;0;-;-;-;-;[public abstract Object invoke(Object, Object[]) - 1, public abstract String getMethodName() - 1, public abstract Class getReturnType() - 1, public abstract boolean isCacheable() - 1];1;1.0;0
velocity;1.6.1;org.apache.velocity.app.event.InvalidReferenceEventHandler$InvalidSetMethodExecutor;4;1;0;6;6;2;1;5;3;0.6666667;43;1.0;2;0.0;0.4;0;0;8.5;-;0;-;-;-;-;[public void execute(org.apache.velocity.app.event.EventHandler handler) - 1, public boolean isDone() - 1, public Object getReturnValue() - 1, void _init_(org.apache.velocity.context.Context context, String leftreference, String rightreference, org.apache.velocity.util.introspection.Info info) - 0];1;0.75;0
velocity;1.6.1;org.apache.velocity.runtime.log.LogChuteSystem;5;1;0;6;9;0;2;4;4;0.25;37;1.0;1;0.0;0.43333334;0;0;6.2;1;1;-;-;-;-;[public boolean isLevelEnabled(int level) - 1, public void init(org.apache.velocity.runtime.RuntimeServices rs) - 1, public void log(int level, String message, Throwable t) - 1, public void log(int level, String message) - 1, protected void _init_(org.apache.velocity.runtime.log.LogSystem wrapMe) - 0];1;0.8;2
velocity;1.6.1;org.apache.velocity.runtime.parser.node.ASTExpression;5;2;0;10;11;10;6;6;5;2.0;31;0.0;0;0.90909094;0.4;1;2;5.2;1;1;-;-;-;-;[public void _init_(org.apache.velocity.runtime.parser.Parser p, int id) - 0, public boolean evaluate(org.apache.velocity.context.InternalContextAdapter context) - 1, public void _init_(int id) - 0, public Object value(org.apache.velocity.context.InternalContextAdapter context) - 1, public Object jjtAccept(org.apache.velocity.runtime.parser.node.ParserVisitor visitor, Object data) - 1];1;0.6;0
