Project,Version,Class;wmc;dit;noc;cbo;rfc;lcom;ca;ce;npm;lcom3;loc;dam;moa;mfa;cam;ic;cbm;amc;nr;ndc;nml;isOld;ndpv;ner;cc;max(cc);avg(cc);bugs
xalan;2.7.0;org.apache.xml.serializer.utils.SerializerMessages_pl;2;3;0;0;3;1;0;0;2;2.0;374;0.0;0;0.974359;1.0;0;0;186.0;2;1;118;0;0;-;[public void _init_() - 0, public Object[][] getContents() - 1];1;0.5;3
xalan;2.7.0;org.apache.xml.serializer.ObjectFactory;13;1;0;5;49;64;3;2;0;0.9166667;699;0.8333333;0;0.0;0.3125;0;0;52.307693;5;3;77;1;0;-;[static ClassLoader findClassLoader() - 1, void _init_() - 0, static Object createObject(String factoryId, String propertiesFilename, String fallbackClassName) - 1, static Class findProviderClass(String className, ClassLoader cl, boolean doFallback) - 1, private static String findJarServiceProviderName(String factoryId) - 7, private static void debugPrintln(String msg) - 1, static void _clinit_() - 0, static Class lookUpFactoryClass(String factoryId) - 1, static String lookUpFactoryClassName(String factoryId, String propertiesFilename, String fallbackClassName) - 16, static Class class$(String x0) - 1, static Class lookUpFactoryClass(String factoryId, String propertiesFilename, String fallbackClassName) - 1, static Object createObject(String factoryId, String fallbackClassName) - 1, static Object newInstance(String className, ClassLoader cl, boolean doFallback) - 1];16;2.4615386;1
xalan;2.7.0;org.apache.xml.utils.StylesheetPIHandler;8;2;0;4;28;6;2;2;8;0.7619048;471;0.0;0;0.7083333;0.4375;1;1;57.125;1;1;0;1;1;-;[public javax.xml.transform.Source getAssociatedStylesheet() - 2, public void setBaseId(String baseId) - 1, public void _init_(String baseID, String media, String title, String charset) - 0, public javax.xml.transform.URIResolver getURIResolver() - 1, public void processingInstruction(String target, String data) - 1, public void setURIResolver(javax.xml.transform.URIResolver resolver) - 1, public void startElement(String namespaceURI, String localName, String qName, org.xml.sax.Attributes atts) - 1, public String getBaseId() - 1];2;1.0;1
xalan;2.7.0;org.apache.xalan.xsltc.dom.Filter;1;1;0;2;1;0;2;0;1;2.0;1;0.0;0;0.0;1.0;0;0;0.0;0;0;-;1;0;-;[public abstract boolean test(int) - 1];1;1.0;1
xalan;2.7.0;org.apache.xalan.res.XSLTErrorResources_zh_TW;4;3;0;1;15;6;0;1;3;1.3333334;4270;0.0;0;0.9268293;0.33333334;0;0;1005.75;1;1;0;1;1;-;[public static final org.apache.xalan.res.XSLTErrorResources loadResourceBundle(String className) - 1, public Object[][] getContents() - 1, public void _init_() - 0, private static final String getResourceSuffix(java.util.Locale locale) - 2];2;1.0;2
xalan;2.7.0;org.apache.xalan.templates.DecimalFormatProperties;27;3;0;6;51;0;4;3;27;0.71794873;168;0.33333334;1;0.8828829;0.24691358;2;5;5.111111;1;1;1;1;0;-;[public void recompose(org.apache.xalan.templates.StylesheetRoot root) - 1, public char getPatternSeparator() - 1, public String getNodeName() - 1, public java.text.DecimalFormatSymbols getDecimalFormatSymbols() - 1, public void _init_(int docOrderNumber) - 0, public char getDigit() - 1, public void setInfinity(String inf) - 1, public void setDecimalSeparator(char ds) - 1, public void setPatternSeparator(char v) - 1, public int getXSLToken() - 1, public char getPercent() - 1, public void setName(org.apache.xml.utils.QName qname) - 1, public void setZeroDigit(char v) - 1, public char getMinusSign() - 1, public String getNaN() - 1, public void setPerMille(char v) - 1, public void setMinusSign(char v) - 1, public void setDigit(char v) - 1, public void setNaN(String v) - 1, public String getInfinity() - 1, public void setGroupingSeparator(char gs) - 1, public void setPercent(char v) - 1, public org.apache.xml.utils.QName getName() - 2, public char getDecimalSeparator() - 1, public char getPerMille() - 1, public char getZeroDigit() - 1, public char getGroupingSeparator() - 1];2;1.0;1
xalan;2.7.0;org.apache.xalan.lib.sql.QueryParameter;14;1;0;3;21;31;3;0;12;0.71794873;344;1.0;0;0.0;0.51282054;0;0;23.142857;0;0;-;1;0;-;[public void setValue(String newValue) - 1, public void _init_(String name, String value, String type, boolean out_flag) - 0, public String getTypeName() - 1, public void setIsOutput(boolean flag) - 1, public void _init_() - 0, public boolean isOutput() - 1, private static int map_type(String typename) - 3, public void _init_(String v, String t) - 0, public void setName(String n) - 1, static void _clinit_() - 0, public String getValue() - 1, public void setTypeName(String newType) - 1, public String getName() - 1, public int getType() - 1];3;0.85714287;1
xalan;2.7.0;org.apache.xml.utils.SecuritySupport12$6;2;1;0;1;5;0;1;1;1;0.33333334;33;1.0;1;0.0;0.625;0;0;14.0;-;0;-;-;0;-;[public Object run() - 2, void _init_(org.apache.xml.utils.SecuritySupport12, ClassLoader, String) - 0];2;1.0;0
xalan;2.7.0;org.apache.xml.serializer.ToStream$WritertoStringBuffer;6;2;0;1;10;3;1;1;5;0.7;40;1.0;1;0.7222222;0.33333334;1;2;5.3333335;-;0;-;-;0;-;[public void write(int i) - 1, void _init_(org.apache.xml.serializer.ToStream, StringBuffer sb) - 0, public void flush() - 1, public void write(char[] arg0, int arg1, int arg2) - 1, public void close() - 1, public void write(String s) - 1];1;0.8333333;0
xalan;2.7.0;org.apache.xalan.xsltc.compiler.GenerateIdCall;2;4;0;10;12;1;0;10;2;2.0;39;0.0;0;0.9896907;0.6;2;4;18.5;0;0;-;1;0;-;[public void translate(org.apache.xalan.xsltc.compiler.util.ClassGenerator classGen, org.apache.xalan.xsltc.compiler.util.MethodGenerator methodGen) - 2, public void _init_(org.apache.xalan.xsltc.compiler.QName fname, java.util.Vector arguments) - 0];2;1.0;1
