Project,Version,Class;wmc;dit;noc;cbo;rfc;lcom;ca;ce;npm;lcom3;loc;dam;moa;mfa;cam;ic;cbm;amc;nr;ndc;nml;isOld;ndpv;ner;cc;max(cc);avg(cc);bugs
synapse;1.2;org.apache.synapse.mediators.MediatorFaultHandler;6;2;0;10;20;0;4;7;4;0.53333336;106;1.0;1;0.5555556;0.4;1;2;16.166666;0;0;-;1;0;-;[public void onFault(org.apache.synapse.MessageContext synCtx) - 1, public void setFaultMediator(org.apache.synapse.Mediator faultMediator) - 1, public void _init_(org.apache.synapse.Mediator faultMediator) - 0, private void traceOrDebugWarn(boolean traceOn, String msg) - 2, static void _clinit_() - 0, public org.apache.synapse.Mediator getFaultMediator() - 1];2;0.8333333;0
synapse;1.2;org.apache.synapse.util.TextFileDataSource;12;2;0;15;28;54;1;14;12;0.59090906;117;1.0;1;0.47619048;0.21875;1;3;8.583333;6;2;202;1;5;-;[public Object getObject() - 1, public void serialize(java.io.OutputStream out, org.apache.axiom.om.OMOutputFormat format) - 1, public byte[] getXMLBytes(String encoding) - 1, public static org.apache.axiom.om.OMSourcedElement createOMSourcedElement(org.apache.synapse.util.TemporaryData temporaryData, java.nio.charset.Charset charset) - 1, public void close() - 1, public org.apache.axiom.om.OMDataSourceExt copy() - 1, public void serialize(javax.xml.stream.XMLStreamWriter xmlWriter) - 1, public boolean isDestructiveRead() - 1, public void _init_(org.apache.synapse.util.TemporaryData temporaryData, java.nio.charset.Charset charset) - 0, public javax.xml.stream.XMLStreamReader getReader() - 1, public boolean isDestructiveWrite() - 1, public void serialize(java.io.Writer writer, org.apache.axiom.om.OMOutputFormat format) - 1];1;0.9166667;0
synapse;1.2;org.apache.synapse.config.xml.CalloutMediatorSerializer;3;2;0;11;25;3;0;11;3;2.0;156;0.0;0;0.75;0.5555556;0;0;51.0;7;3;118;0;0;-;[public String getMediatorClassName() - 1, public org.apache.axiom.om.OMElement serializeMediator(org.apache.axiom.om.OMElement parent, org.apache.synapse.Mediator m) - 12, public void _init_() - 0];12;4.3333335;0
synapse;1.2;org.apache.synapse.mediators.builtin.ValidateMediator;11;3;0;18;71;1;3;16;9;0.8142857;542;0.85714287;1;0.6875;0.3030303;1;3;47.636364;7;4;82;1;0;-;[public java.util.List getFeatures() - 1, public boolean mediate(org.apache.synapse.MessageContext synCtx) - 16, public void _init_() - 0, public Object getFeature(String key) - 2, private org.apache.axiom.om.OMNode getValidateSource(org.apache.synapse.MessageContext synCtx) - 4, public void setSource(org.apache.synapse.util.xpath.SynapseXPath source) - 1, public java.util.List getSchemaKeys() - 1, public void setSchemaKeys(java.util.List schemaKeys) - 1, public void addFeature(String featureName, boolean isFeatureEnable) - 1, public org.apache.synapse.util.xpath.SynapseXPath getSource() - 1, private javax.xml.transform.Source getValidationSource(org.apache.synapse.MessageContext synCtx, boolean traceOrDebugOn, boolean traceOn) - 2];16;2.7272727;1
synapse;1.2;org.apache.synapse.mediators.db.Statement;6;1;0;7;12;1;6;2;6;0.6666667;56;0.0;0;0.0;0.5555556;0;0;7.8333335;2;1;12;1;0;-;[public void addParameter(String propertyName, org.apache.synapse.util.xpath.SynapseXPath xpath, String type) - 1, public void _init_(String rawStatement) - 0, public java.util.Map getResultsMap() - 1, public String getRawStatement() - 1, public java.util.List getParameters() - 1, public void addResult(String propertyName, String column) - 1];1;0.8333333;0
synapse;1.2;org.apache.synapse.config.xml.StartupFactory;3;1;0;4;3;3;2;2;3;2.0;3;0.0;0;0.0;0.6666667;0;0;0.0;0;0;-;1;0;-;[public abstract org.apache.synapse.Startup createStartup(org.apache.axiom.om.OMElement) - 1, public abstract Class getSerializerClass() - 1, public abstract javax.xml.namespace.QName getTagQName() - 1];1;1.0;0
synapse;1.2;org.apache.synapse.core.axis2.SOAPUtils;5;1;0;22;66;4;2;20;4;0.25;493;1.0;0;0.0;0.41666666;0;0;96.8;3;3;40;1;0;-;[static void _clinit_() - 0, public void _init_() - 0, public static void convertSOAP12toSOAP11(org.apache.axis2.context.MessageContext axisOutMsgCtx) - 1, public static void convertSoapVersion(org.apache.axis2.context.MessageContext axisOutMsgCtx, String soapVersionURI) - 1, public static void convertSOAP11toSOAP12(org.apache.axis2.context.MessageContext axisOutMsgCtx) - 1];1;0.6;1
synapse;1.2;org.apache.synapse.startup.quartz.SimpleQuartzJob;5;1;0;12;31;0;0;12;2;1.0;132;0.25;0;0.0;0.5;0;0;24.6;0;0;-;1;0;-;[private void handleException(String msg) - 1, static void _clinit_() - 0, public void execute(org.quartz.JobExecutionContext ctx) - 1, public void _init_() - 0, private void handleException(String msg, Exception e) - 1];1;0.6;0
synapse;1.2;org.apache.synapse.config.xml.SequenceMediatorSerializer;4;3;0;12;24;4;4;8;4;2.0;188;0.0;0;0.7;0.5;0;0;46.0;1;1;16;1;0;-;[public String getMediatorClassName() - 1, public org.apache.axiom.om.OMElement serializeMediator(org.apache.axiom.om.OMElement parent, org.apache.synapse.Mediator m) - 10, public org.apache.axiom.om.OMElement serializeAnonymousSequence(org.apache.axiom.om.OMElement parent, org.apache.synapse.mediators.base.SequenceMediator mediator) - 6, public void _init_() - 0];10;4.25;0
synapse;1.2;org.apache.synapse.config.xml.ConfigurationFactory;3;1;0;4;3;3;2;2;3;2.0;3;0.0;0;0.0;0.6666667;0;0;0.0;0;0;-;1;0;-;[public abstract javax.xml.namespace.QName getTagQName() - 1, public abstract org.apache.synapse.config.SynapseConfiguration getConfiguration(org.apache.axiom.om.OMElement) - 1, public abstract Class getSerializerClass() - 1];1;1.0;0
synapse;1.2;org.apache.synapse.config.xml.TargetSerializer;3;1;0;13;18;1;2;11;2;0.5;90;1.0;0;0.0;0.5;0;0;28.0;3;3;18;1;1;-;[public void _init_() - 0, public static org.apache.axiom.om.OMElement serializeTarget(org.apache.synapse.mediators.eip.Target target) - 7, static void _clinit_() - 0];7;2.3333333;0
synapse;1.2;org.apache.synapse.core.axis2.Axis2MessageContext;61;1;0;46;136;378;25;21;61;0.88166666;776;1.0;2;0.0;0.11124122;0;0;11.557377;10;3;446;1;0;-;[public void setContextEntries(java.util.Map entries) - 1, public String getMessageID() - 1, public void setAxis2MessageContext(org.apache.axis2.context.MessageContext axisMsgCtx) - 2, public org.apache.synapse.config.SynapseConfiguration getConfiguration() - 1, public org.apache.axiom.soap.SOAPEnvelope getEnvelope() - 1, public void setEnvelope(org.apache.axiom.soap.SOAPEnvelope envelope) - 1, public void setServerSide(boolean value) - 1, public void setSoapAction(String string) - 1, public void setTracingState(int tracingState) - 1, public void setPaused(boolean value) - 1, public org.apache.axis2.addressing.EndpointReference getFrom() - 1, public org.apache.axis2.addressing.EndpointReference getReplyTo() - 1, public void setDoingGET(boolean b) - 2, public org.apache.synapse.Mediator getSequence(String key) - 3, public boolean isSOAP11() - 1, public boolean isFaultResponse() - 1, public void setFrom(org.apache.axis2.addressing.EndpointReference reference) - 1, public boolean isDoingPOX() - 1, public boolean isServerSide() - 1, public void setProperty(String key, Object value) - 3, public boolean isDoingSWA() - 1, public void setRelatesTo(org.apache.axis2.addressing.RelatesTo[] reference) - 1, public org.apache.axis2.addressing.RelatesTo getRelatesTo() - 1, public java.util.Map getContextEntries() - 1, public boolean isResponse() - 5, public void pushFaultHandler(org.apache.synapse.FaultHandler fault) - 1, public org.apache.synapse.endpoints.Endpoint getEndpoint(String key) - 3, public void setServiceLog(org.apache.commons.logging.Log serviceLog) - 1, public org.apache.synapse.Mediator getMainSequence() - 3, public Object getProperty(String key) - 1, public int getTracingState() - 1, public void setTo(org.apache.axis2.addressing.EndpointReference reference) - 1, public void setWSAMessageID(String messageID) - 1, public java.util.Set getPropertyKeySet() - 1, public void setDoingMTOM(boolean b) - 1, public void setReplyTo(org.apache.axis2.addressing.EndpointReference reference) - 1, public org.apache.axis2.context.MessageContext getAxis2MessageContext() - 1, public org.apache.axis2.addressing.EndpointReference getFaultTo() - 1, public void setDoingPOX(boolean b) - 1, public boolean isDoingGET() - 3, public boolean isDoingMTOM() - 1, public Object getEntry(String key) - 4, public org.apache.synapse.Mediator getFaultSequence() - 3, public void setEnvironment(org.apache.synapse.core.SynapseEnvironment synEnv) - 1, public org.apache.synapse.core.SynapseEnvironment getEnvironment() - 1, public void setFaultResponse(boolean b) - 1, public org.apache.commons.logging.Log getServiceLog() - 4, public String getSoapAction() - 1, public void setWSAAction(String actionURI) - 1, public void setDoingSWA(boolean b) - 1, public String getWSAMessageID() - 1, public java.util.Stack getFaultStack() - 1, public void _init_(org.apache.axis2.context.MessageContext axisMsgCtx, org.apache.synapse.config.SynapseConfiguration synCfg, org.apache.synapse.core.SynapseEnvironment synEnv) - 0, public void setResponse(boolean b) - 1, public org.apache.axis2.addressing.EndpointReference getTo() - 1, public String toString() - 11, public void setConfiguration(org.apache.synapse.config.SynapseConfiguration synCfg) - 1, public String getWSAAction() - 1, public boolean isPaused() - 1, public void setMessageID(String string) - 1, public void setFaultTo(org.apache.axis2.addressing.EndpointReference reference) - 1];11;1.5409836;1
synapse;1.2;org.apache.synapse.mediators.ext.AnnotatedCommandMediator;6;3;0;12;56;13;1;11;3;0.7;606;1.0;0;0.8484849;0.4;2;4;99.333336;7;2;408;0;0;-;[protected java.util.Map getNamespaces(org.apache.synapse.mediators.annotations.Namespaces namespaces) - 7, public void setCommand(Class commandClass) - 1, protected org.apache.synapse.util.xpath.SynapseXPath createSynapseXPATH(String xpath, org.apache.synapse.mediators.annotations.Namespaces nsAnnotation) - 2, protected void introspectClass(Class commandClass) - 8, public void _init_() - 0, public boolean mediate(org.apache.synapse.MessageContext synCtx) - 15];15;5.5;1
synapse;1.2;org.apache.synapse.mediators.filters.OutMediator;3;3;0;7;16;3;2;5;3;2.0;70;0.0;0;0.9166667;0.8333333;1;2;22.333334;0;0;-;1;0;-;[public void _init_() - 0, public boolean test(org.apache.synapse.MessageContext synCtx) - 1, public boolean mediate(org.apache.synapse.MessageContext synCtx) - 8];8;3.0;1
synapse;1.2;org.apache.synapse.mediators.db.Statement$Parameter;4;1;0;5;10;0;3;3;3;0.75;178;0.0;2;0.0;0.4375;0;0;42.5;-;0;-;-;0;-;[void _init_(org.apache.synapse.mediators.db.Statement, String value, org.apache.synapse.util.xpath.SynapseXPath xpath, String type) - 0, public int getType() - 1, public String getPropertyName() - 1, public org.apache.synapse.util.xpath.SynapseXPath getXpath() - 1];1;0.75;0
synapse;1.2;org.apache.synapse.config.xml.MediatorFactory;2;1;0;5;2;1;3;2;2;2.0;2;0.0;0;0.0;0.75;0;0;0.0;0;0;-;1;0;-;[public abstract javax.xml.namespace.QName getTagQName() - 1, public abstract org.apache.synapse.Mediator createMediator(org.apache.axiom.om.OMElement) - 1];1;1.0;0
synapse;1.2;org.apache.synapse.endpoints.LoadbalanceEndpoint;15;1;0;18;52;37;3;15;14;0.75;271;1.0;4;0.0;0.25510204;0;0;16.533333;7;3;131;1;1;-;[public void setName(String name) - 1, public String getName() - 1, public void _init_() - 0, public void setEndpoints(java.util.List endpoints) - 1, public void send(org.apache.synapse.MessageContext synMessageContext) - 13, public void setParentEndpoint(org.apache.synapse.endpoints.Endpoint parentEndpoint) - 1, public boolean isFailover() - 1, public boolean isActive(org.apache.synapse.MessageContext synMessageContext) - 5, static void _clinit_() - 0, public org.apache.synapse.endpoints.algorithms.LoadbalanceAlgorithm getAlgorithm() - 1, public java.util.List getEndpoints() - 1, public void onChildEndpointFail(org.apache.synapse.endpoints.Endpoint endpoint, org.apache.synapse.MessageContext synMessageContext) - 3, public void setActive(boolean active, org.apache.synapse.MessageContext synMessageContext) - 1, public void setAlgorithm(org.apache.synapse.endpoints.algorithms.LoadbalanceAlgorithm algorithm) - 1, public void setFailover(boolean failover) - 1];13;2.0666666;1
synapse;1.2;org.apache.synapse.core.axis2.SynapseDispatcher;4;3;0;9;13;6;0;9;4;2.0;35;0.0;0;0.8;0.5833333;2;2;7.75;1;1;6;1;0;-;[public org.apache.axis2.description.AxisService findService(org.apache.axis2.context.MessageContext mc) - 1, public void initDispatcher() - 1, public org.apache.axis2.description.AxisOperation findOperation(org.apache.axis2.description.AxisService svc, org.apache.axis2.context.MessageContext mc) - 1, public void _init_() - 0];1;0.75;0
synapse;1.2;org.apache.synapse.util.AXIOMUtils;2;1;0;6;6;1;2;4;1;2.0;21;0.0;0;0.0;0.5;0;0;9.5;1;1;52;0;0;-;[private void _init_() - 0, public static javax.xml.transform.Source asSource(org.apache.axiom.om.OMNode node) - 2];2;1.0;0
synapse;1.2;org.apache.synapse.statistics.StatisticsUtils;6;1;0;14;22;15;5;9;5;2.0;146;0.0;0;0.0;0.5;0;0;23.333334;0;0;-;1;0;-;[public static void processAllSequenceStatistics(org.apache.synapse.MessageContext synCtx) - 2, public static void processSequenceStatistics(org.apache.synapse.MessageContext synCtx) - 2, public static void processProxyServiceStatistics(org.apache.synapse.MessageContext synCtx) - 3, public void _init_() - 0, public static void processEndPointStatistics(org.apache.synapse.MessageContext synCtx) - 4, private static org.apache.synapse.statistics.StatisticsCollector getStatisticsCollector(org.apache.synapse.MessageContext synCtx) - 3];4;2.3333333;0
synapse;1.2;org.apache.synapse.config.xml.OutMediatorSerializer;3;3;0;7;15;3;0;7;3;2.0;46;0.0;0;0.7777778;0.5555556;0;0;14.333333;0;0;-;1;0;-;[public String getMediatorClassName() - 1, public org.apache.axiom.om.OMElement serializeMediator(org.apache.axiom.om.OMElement parent, org.apache.synapse.Mediator m) - 3, public void _init_() - 0];3;1.3333334;0
synapse;1.2;org.apache.synapse.config.xml.LogMediatorSerializer;3;2;0;8;19;3;0;8;3;2.0;88;0.0;0;0.75;0.5555556;0;0;28.333334;0;0;-;1;0;-;[public String getMediatorClassName() - 1, public void _init_() - 0, public org.apache.axiom.om.OMElement serializeMediator(org.apache.axiom.om.OMElement parent, org.apache.synapse.Mediator m) - 8];8;3.0;0
synapse;1.2;org.apache.synapse.util.SynapseBinaryDataSource;6;1;0;3;15;0;1;2;6;0.5;60;1.0;1;0.0;0.45833334;0;0;8.666667;3;3;41;0;0;-;[public java.io.InputStream getInputStream() - 1, public void _init_(java.io.InputStream inputstream, String contentType, org.apache.synapse.core.SynapseEnvironment synEnv) - 0, public String getContentType() - 1, public String getName() - 1, public void _init_(java.io.InputStream inputstream, String contentType) - 0, public java.io.OutputStream getOutputStream() - 1];1;0.6666667;0
